,bittrex,huobi,poloniex,price,top_address_1,top_address_2,top_address_3,top_address_4,top_address_5,top_address_7,date
175,2879.21271096,0.0,467.77556081,2594.4538,118896.75834954,0.0,51600.99708512,0.0,113843.83879564,113843.83879564,2017-06-25
176,1970.94039583,0.0,217.63490118,2485.3588,117645.0767693,0.0,51600.99708512,0.0,113843.83879564,113843.83879564,2017-06-26
177,1315.84109365,0.0,180.45461691,2593.17,115749.75565809,0.0,51600.99708512,0.0,113843.83879564,113843.83879564,2017-06-27
178,2170.73570794,0.0,1771.2042777,2584.5638,117982.89029809,0.0,51600.99708512,0.0,113843.83879564,113843.83879564,2017-06-28
179,3178.93610191,0.0,633.66945174,2561.5613,116589.54384502,0.0,51600.99708512,0.0,113843.83879564,113843.83879564,2017-06-29
180,4225.79695365,0.0,1835.70304368,2499.9838,115018.65742167,0.0,51600.997095119994,0.0,113843.83880564,113843.83880564,2017-06-30
181,2820.10657062,0.0,147.67833909,2460.2,115458.5602304,0.0,51600.997095119994,0.0,98843.83880564,98843.83880564,2017-07-01
182,2056.41981705,0.0,1852.23208506,2529.7838,118108.72561941,0.0,51600.997095119994,0.0,98843.83880564,98843.83880564,2017-07-02
183,1894.66974259,0.0,1126.76165941,2581.0663,119013.62293941,0.0,51600.997095119994,0.0,98843.83926584,98843.83926584,2017-07-03
184,2360.43135497,0.0,976.24212538,2625.0713,115816.08205025,0.0,51600.997095119994,0.0,98843.83926584,98843.83926584,2017-07-04
185,3001.00796419,0.0,1603.35210827,2629.2725,115762.54032462,0.0,51600.997095119994,0.0,98843.83926584,98843.83926584,2017-07-05
186,2528.00696945,0.0,1049.11062652,2619.1125,112729.91045392,0.0,51600.997095119994,0.0,98843.83926584,98843.83926584,2017-07-06
187,1893.40668853,0.0,1499.14643793,2521.2363,110401.36636846,0.0,51600.997095119994,0.0,98843.83930984,98843.83930984,2017-07-07
188,1025.62503072,0.0,250.14514895,2579.9338,107756.27575861,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-08
189,1150.02755447,0.0,1490.28020354,2525.675,105047.31843888,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-09
190,1736.1793206900002,0.0,4391.61674908,2371.96,111393.76717888,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-10
191,1157.84572289,0.0,6397.95710879,2332.1875,109212.27818339,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-11
192,2218.3376341900002,0.0,6082.5312277,2423.16,107560.15440442,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-12
193,3156.94105693,0.0,1219.78097408,2364.5163,102274.91916721,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-13
194,2080.01230418,0.0,1138.86824484,2232.655,103508.84425567,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-14
195,3313.25771858,0.0,913.07467289,1993.2588,100847.30792915,0.0,51600.997095119994,0.0,107843.83930984,107843.83930984,2017-07-15
196,2658.54338831,0.0,796.6552782,1938.9425,113039.15033915,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-16
197,992.36152808,0.0,364.66135444,2244.265,116265.7104156,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-17
198,1255.08660558,0.0,1270.52359928,2327.8975,116986.36818648,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-18
199,1561.87454579,0.0,148.76649789,2294.405,117727.30434671,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-19
200,1092.41693368,0.0,4802.00320198,2877.3863,119419.29328199,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-20
201,1121.0020135,0.0,1692.33208091,2694.2913,114062.92451387,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-21
202,1670.08087781,0.0,1425.07236465,2838.81,114891.07329032,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-22
203,3716.08545065,0.0,1120.59301666,2762.6263,112605.00991424,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-23
204,4181.27520051,0.0,1614.78898216,2779.0438,108725.51283373,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-24
205,3122.20885026,0.0,1454.65412123,2591.2163,112134.07814463,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-25
206,1463.26469932,0.0,182.21082538,2550.18,111715.75980843,0.0,51600.997095119994,0.0,107843.84030984,107843.84030984,2017-07-26
